source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.1109/robio.2010.5723537,Active Variable Stiffness Elastic Actuator: design and application for safe physical human-robot interaction,2010,2010 IEEE International Conference on Robotics and Biomimetics,10.1109/robio.2010.5723537,10,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1016/j.ress.2009.12.005,"Deterministic and risk-informed approaches for safety analysis of advanced reactors: Part I, deterministic approaches",2010,Reliability Engineering &amp; System Safety,10.1016/j.ress.2009.12.005,10,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1109/icsens.2008.4716609,Determination of object stiffness control parameters in robot manipulation using a prototype optical three-axis tactile sensor,2008,2008 IEEE Sensors,10.1109/icsens.2008.4716609,10,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;control
Crossref,https://doi.org/10.1109/roman.2008.4600695,Tactile sensing-based control algorithm for real-time grasp synthesis in object manipulation tasks of humanoid robot fingers,2008,RO-MAN 2008 - The 17th IEEE International Symposium on Robot and Human Interactive Communication,10.1109/roman.2008.4600695,10,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;control
Crossref,https://doi.org/10.1145/1121241.1121298,Human telesupervision of a fleet of autonomous robots for safe and efficient space exploration,2006,Proceedings of the 1st ACM SIGCHI/SIGART conference on Human-robot interaction,10.1145/1121241.1121298,10,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1016/j.birob.2024.100206,A hybrid artificial bee colony algorithm with genetic augmented exploration mechanism toward safe and smooth path planning for mobile robot,2025,Biomimetic Intelligence and Robotics,10.1016/j.birob.2024.100206,9,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1126/scirobotics.ads6790,Learning contact-rich whole-body manipulation with example-guided reinforcement learning,2025,Science Robotics,10.1126/scirobotics.ads6790,9,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3585396,TactileAloha: Learning Bimanual Manipulation With Tactile Sensing,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3585396,9,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1016/j.conengprac.2023.105727,Human tracking from quantised sensors: An application to safe human–robot collaboration,2023,Control Engineering Practice,10.1016/j.conengprac.2023.105727,9,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.3390/robotics12030063,Towards Safe Robotic Agricultural Applications: Safe Navigation System Design for a Robotic Grass-Mowing Application through the Risk Management Method,2023,Robotics,10.3390/robotics12030063,9,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/lra.2022.3152244,Force-Based Simultaneous Mapping and Object Reconstruction for Robotic Manipulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3152244,9,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1109/icra46639.2022.9811986,RMPs for Safe Impedance Control in Contact-Rich Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811986,9,contact rich manipulation safety verification,safe;contact;control;manipulation
Crossref,https://doi.org/10.1109/icra46639.2022.9811675,Symbolic State Estimation with Predicates for Contact-Rich Manipulation Tasks,2022,2022 International Conference on Robotics and Automation (ICRA),10.1109/icra46639.2022.9811675,9,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/lra.2022.3149578,Vision-Based Contact Point Selection for the Fully Non-Fixed Contact Manipulation of Deformable Objects,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3149578,9,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/lra.2021.3068655,Batch Exploration With Examples for Scalable Robotic Reinforcement Learning,2021,IEEE Robotics and Automation Letters,10.1109/lra.2021.3068655,9,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1109/iros51168.2021.9636176,Residual Feedback Learning for Contact-Rich Manipulation Tasks with Uncertainty,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros51168.2021.9636176,9,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1080/01691864.2020.1852958,Hedge algebras-based admittance controller for safe natural human–robot interaction,2020,Advanced Robotics,10.1080/01691864.2020.1852958,9,safe model based exploration robotics,safe;exploration;robot;control
Crossref,https://doi.org/10.1109/lra.2020.3013843,Multi-Contact Locomotion Planning for Humanoid Robot Based on Sustainable Contact Graph With Local Contact Modification,2020,IEEE Robotics and Automation Letters,10.1109/lra.2020.3013843,9,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.3390/robotics8040086,Dexterous Manipulation of Unknown Objects Using Virtual Contact Points,2019,Robotics,10.3390/robotics8040086,9,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1080/21642583.2018.1544511,Dynamic learning from adaptive neural control for flexible joint robot with tracking error constraints using high-gain observer,2018,Systems Science &amp; Control Engineering,10.1080/21642583.2018.1544511,9,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/robosoft.2018.8404899,From plant root's sloughing and radial expansion mechanisms to a soft probe for soil exploration,2018,2018 IEEE International Conference on Soft Robotics (RoboSoft),10.1109/robosoft.2018.8404899,9,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1145/3173386.3176955,Inertial Human Motion Estimation for Physical Human-Robot Interaction Using an Interaction Velocity Update to Reduce Drift,2018,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3173386.3176955,9,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1142/s0219843618020012,Tactile Sensing for Manipulation,2018,International Journal of Humanoid Robotics,10.1142/s0219843618020012,9,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1142/9789813149137_0031,VERSATILE SENSOR AND COMMUNICATION EXPANSION SET FOR THE AUTONOMOUS UNDERWATER VEHICLE MONSUN,2016,Advances in Cooperative Robotics,10.1142/9789813149137_0031,9,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.2514/6.2012-4405,Safe Set Maneuverability of Impaired Aircraft,2012,AIAA Atmospheric Flight Mechanics Conference,10.2514/6.2012-4405,9,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.3724/sp.j.1218.2011.00347,Design and Experiment of Flexible Multi-Functional Tactile Sensors for Robot Skin,2011,ROBOT,10.3724/sp.j.1218.2011.00347,9,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1109/robot.2009.5152334,2 DOF cartesian force limiting device for safe physical human-robot interaction,2009,2009 IEEE International Conference on Robotics and Automation,10.1109/robot.2009.5152334,9,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/robio.2006.340252,A redundancy-based scheme to perform safe vision-based tasks amidst obstacles,2006,2006 IEEE International Conference on Robotics and Biomimetics,10.1109/robio.2006.340252,9,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1007/11889205_19,Localization of an Underwater Robot Using Interval Constraint Propagation,2006,Lecture Notes in Computer Science Principles and Practice of Constraint Programming - CP 2006,10.1007/11889205_19,9,robot exploration constraint certificate,exploration;robot;constraint
Crossref,https://doi.org/10.1109/iros58592.2024.10802549,CoBL-Diffusion: Diffusion-Based Conditional Robot Planning in Dynamic Environments Using Control Barrier and Lyapunov Functions,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802549,8,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/access.2024.3458915,Contact Force Control of Robot Polishing System Based on Vision Control Algorithm,2024,IEEE Access,10.1109/access.2024.3458915,8,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.1109/lra.2024.3349830,Learning to Simulate Tree-Branch Dynamics for Manipulation,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3349830,8,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/icrom60803.2023.10412570,Control Design for Safe Human-Robot Collaboration based on ISO/TS 15066 with Power and Force Limit,2023,2023 11th RSI International Conference on Robotics and Mechatronics (ICRoM),10.1109/icrom60803.2023.10412570,8,robot manipulation force limit exploration,safe;exploration;robot;control;manipulation
Crossref,https://doi.org/10.15607/rss.2023.xix.044,Simultaneous Trajectory Optimization and Contact Selection for Multi-Modal Manipulation Planning,2023,Robotics: Science and Systems XIX,10.15607/rss.2023.xix.044,8,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1109/tie.2022.3227279,Unified Human–Robot–Environment Interaction Control in Contact-Rich Collaborative Manipulation Tasks via Model-Based Reinforcement Learning,2023,IEEE Transactions on Industrial Electronics,10.1109/tie.2022.3227279,8,contact dynamics learning safety robot manipulation,safe;contact;robot;control;manipulation
Crossref,https://doi.org/10.1109/hri53351.2022.9889410,Hugmon: Exploration of Affective Movements for Hug Interaction using Tensegrity Robot,2022,2022 17th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri53351.2022.9889410,8,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.3389/frobt.2022.779194,Koopman Operator–Based Knowledge-Guided Reinforcement Learning for Safe Human–Robot Interaction,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.779194,8,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1016/j.robot.2022.104203,Safe motion planning with environment uncertainty,2022,Robotics and Autonomous Systems,10.1016/j.robot.2022.104203,8,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/icra48506.2021.9560857,Data-Driven Adaptive Task Allocation for Heterogeneous Multi-Robot Teams Using Robust Control Barrier Functions,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48506.2021.9560857,8,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/access.2021.3077117,Dynamics Learning With Object-Centric Interaction Networks for Robot Manipulation,2021,IEEE Access,10.1109/access.2021.3077117,8,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.18178/ijmerr.9.11.1495-1501,Safe Landing of Drone Using AI-based Obstacle Avoidance,2020,International Journal of Mechanical Engineering and Robotics Research,10.18178/ijmerr.9.11.1495-1501,8,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1007/s10015-019-00523-3,Multi-objective safe reinforcement learning: the relationship between multi-objective reinforcement learning and safe reinforcement learning,2019,Artificial Life and Robotics,10.1007/s10015-019-00523-3,8,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/smc.2019.8914418,Sensing Volume Coverage of Robot Workspace using On-Robot Time-of-Flight Sensor Arrays for Safe Human Robot Interaction,2019,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",10.1109/smc.2019.8914418,8,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1007/s10514-017-9651-z,A kernel-based approach to learning contact distributions for robot manipulation tasks,2018,Autonomous Robots,10.1007/s10514-017-9651-z,8,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.7210/jrsj.29.849,Running Gait Generation for Biped Robot with Horizontal Force Limit,2011,Journal of the Robotics Society of Japan,10.7210/jrsj.29.849,8,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1017/s0263574710000706,Safe <i>physical</i> human–robot interaction of mobility assistance robots: evaluation index and control,2011,Robotica,10.1017/s0263574710000706,8,safe physical interaction robot exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.15607/rss.2009.v.031,An Ab-initio tree-based exploration to enhance sampling of low-energy protein conformations,2009,Robotics: Science and Systems V,10.15607/rss.2009.v.031,8,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1016/s0379-7112(99)00026-0,A numerical study of atrium fires using deterministic models,1999,Fire Safety Journal,10.1016/s0379-7112(99)00026-0,8,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1016/s0921-8890(98)00058-x,Robotics for lunar surface exploration,1998,Robotics and Autonomous Systems,10.1016/s0921-8890(98)00058-x,8,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1016/0002-9394(66)91688-6,Safety Requirements for Contact Lens Materials and their Manipulation and Use: Materials and Manufacture,1966,American Journal of Ophthalmology,10.1016/0002-9394(66)91688-6,8,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1007/springerreference_178956,Efficient Exploration in Reinforcement Learning,,SpringerReference,10.1007/springerreference_178956,8,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1007/s10514-025-10194-8,"Deadlock-free, safe, and decentralized multi-robot navigation in social mini-games via discrete-time control barrier functions",2025,Autonomous Robots,10.1007/s10514-025-10194-8,7,control barrier functions robot contact manipulation,safe;contact;robot;barrier;control
Crossref,https://doi.org/10.1038/s41598-025-89285-6,Multi-robot hierarchical safe reinforcement learning autonomous decision-making strategy based on uniformly ultimate boundedness constraints,2025,Scientific Reports,10.1038/s41598-025-89285-6,7,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1007/s12008-024-02074-9,Safe physical human–robot interaction through variable impedance control based on ISO/TS 15066,2025,International Journal on Interactive Design and Manufacturing (IJIDeM),10.1007/s12008-024-02074-9,7,safe physical interaction robot exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.1109/iros58592.2024.10801525,GenCHiP: Generating Robot Policy Code for High-Precision and Contact-Rich Manipulation Tasks,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10801525,7,contact rich manipulation safety verification,safe;contact;robot;manipulation
Crossref,https://doi.org/10.3389/frobt.2024.1344367,Safe contact-based robot active search using Bayesian optimization and control barrier functions,2024,Frontiers in Robotics and AI,10.3389/frobt.2024.1344367,7,safe active learning robot control constraints,safe;contact;robot;barrier;constraint
Crossref,https://doi.org/10.3390/s24165083,Transformer-Based Reinforcement Learning for Multi-Robot Autonomous Exploration,2024,Sensors,10.3390/s24165083,7,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1108/ria-02-2023-0018,Implicit contact-rich manipulation planning for a manipulator with insufficient payload,2023,Robotic Intelligence and Automation,10.1108/ria-02-2023-0018,7,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/lra.2022.3154478,Tactile-Based Task Definition Through Edge Contact Formation Setpoints for Object Exploration and Manipulation,2022,IEEE Robotics and Automation Letters,10.1109/lra.2022.3154478,7,tactile exploration safe robot manipulation,safe;contact;exploration;robot;tactile
Crossref,https://doi.org/10.1017/s0263574720001472,A Parametric Study of Compliant Link Design for Safe Physical Human–Robot Interaction,2021,Robotica,10.1017/s0263574720001472,7,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/humanoids47582.2021.9555680,Safe Data-Driven Contact-Rich Manipulation,2021,2020 IEEE-RAS 20th International Conference on Humanoid Robots (Humanoids),10.1109/humanoids47582.2021.9555680,7,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1007/978-981-15-5503-9,AI based Robot Safe Learning and Control,2020,,10.1007/978-981-15-5503-9,7,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.32614/cran.package.colorblindness,colorBlindness: Safe Color Set for Color Blindness,2020,CRAN: Contributed Packages,10.32614/cran.package.colorblindness,7,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1145/3173386.3177061,"Explicit, Neutral, or Implicit",2018,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3173386.3177061,7,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.23919/ecc.2018.8550131,On the Stability of Robot Kinesthetic Guidance in the Presence of Active Constraints,2018,2018 European Control Conference (ECC),10.23919/ecc.2018.8550131,7,safe active learning robot control constraints,safe;robot;constraint;control
Crossref,https://doi.org/10.1109/robio.2016.7866342,Learning human compliant behavior from demonstration for force-based robot manipulation,2016,2016 IEEE International Conference on Robotics and Biomimetics (ROBIO),10.1109/robio.2016.7866342,7,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1115/detc2016-59305,Updating Virtual Fixtures From Exploration Data in Force-Controlled Model-Based Telemanipulation,2016,Volume 5A: 40th Mechanisms and Robotics Conference,10.1115/detc2016-59305,7,safe model based exploration robotics,safe;exploration;robot;control;manipulation
Crossref,https://doi.org/10.1109/lars-sbr.2016.8,Using Deep Learning for Exploration and Recognition of Objects Based on Images,2016,2016 XIII Latin American Robotics Symposium and IV Brazilian Robotics Symposium (LARS/SBR),10.1109/lars-sbr.2016.8,7,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1016/j.robot.2015.02.011,Classifying terrain properties for planetary exploration rovers based on a combined distance measure with dynamic texture model,2015,Robotics and Autonomous Systems,10.1016/j.robot.2015.02.011,7,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/romoco.2015.7219751,Contact transition modelling on planar manipulation system with LuGre friction model,2015,2015 10th International Workshop on Robot Motion and Control (RoMoCo),10.1109/romoco.2015.7219751,7,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/aim.2013.6584269,A proximity/contact-force sensor for Human Safety in industrial robot environment,2013,2013 IEEE/ASME International Conference on Advanced Intelligent Mechatronics,10.1109/aim.2013.6584269,7,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1007/s12555-012-0268-x,A safe robot arm with safe joints and gravity compensator,2013,"International Journal of Control, Automation and Systems",10.1007/s12555-012-0268-x,7,safe control robot contact constraints,safe;contact;robot;constraint;control
Crossref,https://doi.org/10.1109/adprl.2009.4927549,Using reward-weighted imitation for robot Reinforcement Learning,2009,2009 IEEE Symposium on Adaptive Dynamic Programming and Reinforcement Learning,10.1109/adprl.2009.4927549,7,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.3390/math13010173,A Multi-Robot Collaborative Exploration Method Based on Deep Reinforcement Learning and Knowledge Distillation,2025,Mathematics,10.3390/math13010173,6,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.1109/lra.2025.3621965,Contact-Aware Safety in Soft Robots Using High-Order Control Barrier and Lyapunov Functions,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3621965,6,control barrier functions robot contact manipulation,safe;contact;robot;barrier;control
Crossref,https://doi.org/10.1109/lra.2025.3548503,ContactSDF: Signed Distance Functions as Multi-Contact Models for Dexterous Manipulation,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3548503,6,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/lra.2025.3609669,Safe Autonomous Environmental Contact for Soft Robots Using Control Barrier Functions,2025,IEEE Robotics and Automation Letters,10.1109/lra.2025.3609669,6,control barrier functions robot contact manipulation,safe;contact;robot;barrier;control
Crossref,https://doi.org/10.1109/iros60139.2025.11246389,"Safe, Task-Consistent Manipulation with Operational Space Control Barrier Functions",2025,2025 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros60139.2025.11246389,6,control barrier functions robot contact manipulation,safe;contact;robot;barrier;control
Crossref,https://doi.org/10.1089/soro.2024.0036,ZodiAq: An Isotropic Flagella-Inspired Soft Underwater Drone for Safe Marine Exploration,2025,Soft Robotics,10.1089/soro.2024.0036,6,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/tro.2024.3422053,Robust Pivoting Manipulation Using Contact Implicit Bilevel Optimization,2024,IEEE Transactions on Robotics,10.1109/tro.2024.3422053,6,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1109/icuas57906.2023.10156452,Coordinated Multi-Robot Exploration using Reinforcement Learning,2023,2023 International Conference on Unmanned Aircraft Systems (ICUAS),10.1109/icuas57906.2023.10156452,6,robot exploration without reinforcement learning safety,safe;exploration;robot
Crossref,https://doi.org/10.3390/robotics12060153,Dual-Quaternion-Based SLERP MPC Local Controller for Safe Self-Driving of Robotic Wheelchairs,2023,Robotics,10.3390/robotics12060153,6,safe model based exploration robotics,safe;exploration;robot;control
Crossref,https://doi.org/10.1145/3585277,Probing Aesthetics Strategies for Robot Sound: Complexity and Materiality in Movement Sonification,2023,ACM Transactions on Human-Robot Interaction,10.1145/3585277,6,robot probing contact safety deterministic,safe;contact;robot
Crossref,https://doi.org/10.1109/icra48891.2023.10161201,Safe Model-based Control from Signal Temporal Logic Specifications Using Recurrent Neural Networks,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra48891.2023.10161201,6,safe model based exploration robotics,safe;exploration;robot;control
Crossref,https://doi.org/10.1007/978-3-031-25555-7_18,"Safe, Occlusion-Aware Manipulation for Online Object Reconstruction in Confined Spaces",2023,Springer Proceedings in Advanced Robotics Robotics Research,10.1007/978-3-031-25555-7_18,6,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1109/ro-man53752.2022.9900522,A Contact-Adaptive Control Framework for Co-Manipulation Tasks with Application to Collaborative Screwing,2022,2022 31st IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),10.1109/ro-man53752.2022.9900522,6,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/amc51637.2022.9729263,A Decoupling Scheme for Force Control in Cooperative Multi-Robot Manipulation Tasks,2022,2022 IEEE 17th International Conference on Advanced Motion Control (AMC),10.1109/amc51637.2022.9729263,6,robot manipulation force limit exploration,exploration;robot;control;manipulation
Crossref,https://doi.org/10.3389/frobt.2022.782783,Non-Smooth Control Barrier Navigation Functions for STL Motion Planning,2022,Frontiers in Robotics and AI,10.3389/frobt.2022.782783,6,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1109/mrs50823.2021.9620572,Robust Perimeter Defense using Control Barrier Functions,2021,2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS),10.1109/mrs50823.2021.9620572,6,control barrier functions robot contact manipulation,contact;robot;barrier;control;manipulation
Crossref,https://doi.org/10.1016/j.ifacol.2020.12.2687,Variable-Impedance and Force Control for Robust Learning of Contact-rich Manipulation Tasks from User Demonstration,2020,IFAC-PapersOnLine,10.1016/j.ifacol.2020.12.2687,6,contact rich manipulation safety verification,safe;contact;control;manipulation
Crossref,https://doi.org/10.3390/robotics8040103,A New Mechanism for Soft Landing in Robotic Space Exploration,2019,Robotics,10.3390/robotics8040103,6,safe set expansion robotics exploration,safe;exploration;robot
Crossref,https://doi.org/10.1109/ascc.2013.6606028,Adaptation-and-collision detection scheme for safe physical human-robot interaction,2013,2013 9th Asian Control Conference (ASCC),10.1109/ascc.2013.6606028,6,safe physical interaction robot exploration,safe;exploration;robot
Crossref,https://doi.org/10.1007/s11370-013-0137-3,Local map-based exploration for mobile robots,2013,Intelligent Service Robotics,10.1007/s11370-013-0137-3,6,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1145/1957656.1957790,Usability of force-based controllers in physical human-robot interaction,2011,Proceedings of the 6th international conference on Human-robot interaction,10.1145/1957656.1957790,6,safe physical interaction robot exploration,safe;exploration;robot;control
Crossref,https://doi.org/10.5772/7334,Shape Classification using Tactile Information in Rotation Manipulation by Universal Robot Hand,2010,Robotics 2010 Current and Future Challenges,10.5772/7334,6,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1109/cira.2003.1222227,Determination of exploration target based on belief measure in multi-robot exploration,,Proceedings 2003 IEEE International Symposium on Computational Intelligence in Robotics and Automation. Computational Intelligence in Robotics and Automation for the New Millennium (Cat. No.03EX694),10.1109/cira.2003.1222227,6,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.55092/rl20260001,TLA: tactile-language-action model for contact-rich manipulation,2026,Robot Learning,10.55092/rl20260001,5,contact dynamics learning safety robot manipulation,safe;contact;robot;tactile;manipulation
Crossref,https://doi.org/10.15607/rss.2025.xxi.111,Complementarity-Free Multi-Contact Modeling and Optimization for Dexterous Manipulation,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.111,5,safe exploration robotics contact rich manipulation,safe;contact;exploration;robot;manipulation
Crossref,https://doi.org/10.1109/tro.2025.3547272,Hierarchical Diffusion Policy: Manipulation Trajectory Generation via Contact Guidance,2025,IEEE Transactions on Robotics,10.1109/tro.2025.3547272,5,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1016/j.robot.2025.104961,Model predictive variable impedance control towards safe robotic interaction in unknown disturbance-rich environments,2025,Robotics and Autonomous Systems,10.1016/j.robot.2025.104961,5,safe model based exploration robotics,safe;exploration;robot;control
Crossref,https://doi.org/10.15607/rss.2025.xxi.053,Physics-Driven Data Generation for Contact-Rich Manipulation via Trajectory Optimization,2025,Robotics: Science and Systems XXI,10.15607/rss.2025.xxi.053,5,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/hri61500.2025.10973945,Soft and Compliant Contact-Rich Hair Manipulation and Care,2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),10.1109/hri61500.2025.10973945,5,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/icra55743.2025.11128336,VITaL Pretraining: Visuo-Tactile Pretraining for Tactile and Non-Tactile Manipulation Policies,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra55743.2025.11128336,5,tactile exploration safe robot manipulation,safe;exploration;robot;tactile;manipulation
Crossref,https://doi.org/10.1109/lra.2024.3376988,A Two-Chamber Soft Actuator With An Expansion Limit Line for Force Enhancement,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3376988,5,robot manipulation force limit exploration,exploration;robot;manipulation
Crossref,https://doi.org/10.1109/lra.2024.3381012,Intersection-Free Robot Manipulation With Soft-Rigid Coupled Incremental Potential Contact,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3381012,5,contact dynamics learning safety robot manipulation,safe;contact;robot;manipulation
Crossref,https://doi.org/10.1145/3610978.3640682,MOE-Hair: Toward Soft and Compliant Contact-rich Hair Manipulation and Care,2024,Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction,10.1145/3610978.3640682,5,contact rich manipulation safety verification,safe;contact;manipulation
Crossref,https://doi.org/10.1109/lra.2024.3456508,SOMTP: A Self-Supervised Learning-Based Optimizer for MPC-Based Safe Trajectory Planning Problems in Robotics,2024,IEEE Robotics and Automation Letters,10.1109/lra.2024.3456508,5,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/lra.2023.3334103,Skeleton Disk-Graph Roadmap: A Sparse Deterministic Roadmap for Safe 2D Navigation and Exploration,2024,IEEE Robotics and Automation Letters,10.1109/lra.2023.3334103,5,safe model based exploration robotics,safe;exploration;robot
Crossref,https://doi.org/10.1109/iros58592.2024.10802077,TacLink-Integrated Robot Arm toward Safe Human-Robot Interaction,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802077,5,safe physical interaction robot exploration,safe;exploration;robot
